LDMK_NUM,LDMK_NAME,ORD_NUM,ORD_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_NOTES,CITY,STATE,ZIP,SITUS_NUM,SITUS_DIR,SITUS_ST,SITUS_TYPE,SITUS_APT,DIST_NUM,DIST_NAME,STATE_HIST_NUM,GLOBALID
59,Hitchings House,349,1974-05-28 00:00:00,,1620  Market ST,,,,,,1620,,Market,ST,,15,LOWER DOWNTOWN,5DV.47.37,{00000000-0000-0000-0000-000000000000}
60,Lieberhart/Lindner Building,349,1974-05-28 00:00:00,,1624  Market ST,,,,,,1624,,Market,ST,,15,LOWER DOWNTOWN,5DV.47.7,{00000000-0000-0000-0000-000000000000}
62,Commercial Building,349,1974-05-28 00:00:00,,1642  Market ST,,,,,,1642,,Market,ST,,15,LOWER DOWNTOWN,5DV.47.15,{00000000-0000-0000-0000-000000000000}
63,Commercial Building,349,1974-05-28 00:00:00,,1644  Market ST,1650,,,,,1644,,Market,ST,1650,15,LOWER DOWNTOWN,,{00000000-0000-0000-0000-000000000000}
64,Columbia Hotel,349,1974-05-28 00:00:00,,1322  17th ST,1350,,,,,1322,,17th,ST,1350,15,LOWER DOWNTOWN,5DV.47.38,{00000000-0000-0000-0000-000000000000}
66,St Elizabeths Chapel,625,1974-09-26 00:00:00,,2825 W 32nd AVE,,,,,,2825,W,32nd,AVE,,13,POTTER HIGHLANDS,5DV.129,{00000000-0000-0000-0000-000000000000}
67,St Andrews Memorial Chapel,625,1974-09-26 00:00:00,,2015  Glenarm PL,,,,,,2015,,Glenarm,PL,,4,CLEMENTS,5DV.116,{00000000-0000-0000-0000-000000000000}
113,Lobach House,769,1979-01-04 00:00:00,,2851  Perry ST,,,,,,2851,,Perry,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
115,John Mitchell House,123,1979-03-30 00:00:00,,670  Clarkson ST,676,,,,,670,,Clarkson,ST,676,21,7TH AVENUE,,{00000000-0000-0000-0000-000000000000}
116,Lang/Zang House,261,1979-06-25 00:00:00,,1532  Emerson ST,,,,,,1532,,Emerson,ST,,NA,No District,5DV.130,{00000000-0000-0000-0000-000000000000}
117,Guerrieri/Decunto House,388,1979-08-20 00:00:00,,1650  Pennsylvania ST,,,,,,1650,,Pennsylvania,ST,,NA,No District,5DV.147,{00000000-0000-0000-0000-000000000000}
118,William Moses House,631,1980-01-03 00:00:00,,4001 W 30th AVE,,,,,,4001,W,30th,AVE,,46,WOLFF PLACE,5DV.677,{00000000-0000-0000-0000-000000000000}
119,Gebhard/Smith House,632,1980-01-03 00:00:00,,2229  Downing ST,2253,,,,,2229,,Downing,ST,2253,NA,No District,5DV.202.15,{00000000-0000-0000-0000-000000000000}
120,Henry Lee House,260,1980-06-05 00:00:00,,2653 W 32nd AVE,,,,,,2653,W,32nd,AVE,,13,POTTER HIGHLANDS,5DV.85.14,{00000000-0000-0000-0000-000000000000}
121,Kistler/Rodriguez House,296,1980-06-17 00:00:00,,700 E 9th AVE,,,,,,700,E,9th,AVE,,NA,No District,5DV.1497,{00000000-0000-0000-0000-000000000000}
122,Henri Foster House,419,1980-09-03 00:00:00,,2533 W 32nd AVE,,,,,,2533,W,32nd,AVE,,13,POTTER HIGHLANDS,5DV.85.5,{00000000-0000-0000-0000-000000000000}
123,Clements Rowhouse,617,1980-12-11 00:00:00,,2201  Glenarm PL,2217,,,,,2201,,Glenarm,PL,2217,4,CLEMENTS,5DV.196,{00000000-0000-0000-0000-000000000000}
124,Mattie Silks House,5,1981-01-20 00:00:00,,2009  Market ST,,,,,,2009,,Market,ST,,NA,No District,5DV.515,{00000000-0000-0000-0000-000000000000}
125,Baerresen/Freeman House,121,1981-03-30 00:00:00,,1718  Gaylord ST,,,,,,1718,,Gaylord,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
126,Butters House,372,1981-07-28 00:00:00,,1129  Pennsylvania ST,,,,,,1129,,Pennsylvania,ST,,31,PENNSYLVANIA STREET,5DV.664,{00000000-0000-0000-0000-000000000000}
128,Flower/Vaile House,536,1981-10-20 00:00:00,,1610  Emerson ST,,,,,,1610,,Emerson,ST,,35,SWALLOW HILL,5DV.659,{00000000-0000-0000-0000-000000000000}
130,Cerrones Grocery,26,1982-02-01 00:00:00,,3617  Osage ST,,,,,,3617,,Osage,ST,,NA,No District,5DV.358.11,{00000000-0000-0000-0000-000000000000}
133,Wolcott School,27,1982-02-01 00:00:00,,1410  Marion ST,1414,,,,,1410,,Marion,ST,1414,NA,No District,,{00000000-0000-0000-0000-000000000000}
132,Sheridan Heritage Building,28,1982-02-01 00:00:00,,1635  17th ST,,,,,,1635,,17th,ST,,15,LOWER DOWNTOWN,5DV.882,{00000000-0000-0000-0000-000000000000}
134,Chappell House,116,1982-03-22 00:00:00,,1555  Race ST,,,,,,1555,,Race,ST,,22,WYMAN,5DV.320,{00000000-0000-0000-0000-000000000000}
136,Masonic Temple Building,195,1982-04-27 00:00:00,,1614  Welton ST,,,,,,1614,,Welton,ST,,38,DOWNTOWN DENVER,5DV.136,{00000000-0000-0000-0000-000000000000}
137,Denver Athletic Club,587,1982-11-01 00:00:00,,1325  Glenarm PL,,,,,,1325,,Glenarm,PL,,NA,No District,5DV.149,{00000000-0000-0000-0000-000000000000}
138,Barney Ford House,635,1982-12-08 00:00:00,,1514  Blake ST,,,,,,1514,,Blake,ST,,15,LOWER DOWNTOWN,5DV.47.66,{00000000-0000-0000-0000-000000000000}
139,Curry/Chucovich House,654,1982-12-08 00:00:00,,1439  Court PL,,,,,,1439,,Court,PL,,NA,No District,5DV.146,{00000000-0000-0000-0000-000000000000}
140,Kettle Building,47,1983-02-10 00:00:00,,1422  Larimer ST,,,,,,1422,,Larimer,ST,,1,LARIMER SQUARE,5DV.104.13,{00000000-0000-0000-0000-000000000000}
141,Congdon Building,48,1983-02-10 00:00:00,,1421  Larimer ST,1425,,,,,1421,,Larimer,ST,1425,1,LARIMER SQUARE,5DV.104.5,{00000000-0000-0000-0000-000000000000}
142,Barnum Building,49,1983-02-10 00:00:00,,1412  Larimer ST,,,,,,1412,,Larimer,ST,,1,LARIMER SQUARE,5DV.104.11,{00000000-0000-0000-0000-000000000000}
143,Sussex Building,50,1983-02-10 00:00:00,,1430  Larimer ST,,,,,,1430,,Larimer,ST,,1,LARIMER SQUARE,5DV.104.14,{00000000-0000-0000-0000-000000000000}
144,Granite Building,51,1983-02-10 00:00:00,,1460  Larimer ST,,,,,,1460,,Larimer,ST,,1,LARIMER SQUARE,5DV.10401,{00000000-0000-0000-0000-000000000000}
145,Crawford Building,52,1983-02-10 00:00:00,,1437  Larimer ST,1439,,,,,1437,,Larimer,ST,1439,1,LARIMER SQUARE,5DV.104.8,{00000000-0000-0000-0000-000000000000}
147,Lincoln Hall Building,54,1983-02-10 00:00:00,,1415  Larimer ST,,,,,,1415,,Larimer,ST,,1,LARIMER SQUARE,5DV.104.4,{00000000-0000-0000-0000-000000000000}
149,Miller Building,56,1983-02-10 00:00:00,,1401  Larimer ST,1407,,,,,1401,,Larimer,ST,1407,1,LARIMER SQUARE,5DV.104.2,{00000000-0000-0000-0000-000000000000}
150,Wynkoop Building,437,1983-07-27 00:00:00,,1738  Wynkoop ST,,,,,,1738,,Wynkoop,ST,,15,LOWER DOWNTOWN,5DV.47.6,{00000000-0000-0000-0000-000000000000}
151,Insurance Exchange Building,548,1983-10-17 00:00:00,,910  15th ST,,,,,,910,,15th,ST,,38,DOWNTOWN DENVER,5DV.137,{00000000-0000-0000-0000-000000000000}
152,Oxford Hotel,571,1983-11-03 00:00:00,,1659  Wazee ST,,,,,,1659,,Wazee,ST,,15,LOWER DOWNTOWN,5DV.47.62,{00000000-0000-0000-0000-000000000000}
153,Bosler House,26,1984-02-14 00:00:00,,3209 W Fairview PL,,,,,,3209,W,Fairview,PL,,NA,No District,5DV.1477,{00000000-0000-0000-0000-000000000000}
156,Emerson School,500,1984-10-04 00:00:00,,1420  Ogden ST,,,,,,1420,,Ogden,ST,,NA,No District,5DV.1495,{00000000-0000-0000-0000-000000000000}
155,Decker Library,501,1984-10-04 00:00:00,,1501 S Logan  ST,,,,,,1501,S,Logan ,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
157,Anfenger House,597,1984-11-29 00:00:00,,2900  Champa ST,,,,,,2900,,Champa,ST,,50,CURTIS PARK G,,{00000000-0000-0000-0000-000000000000}
159,Wood/Morris/Bonfils House,318,1985-06-20 00:00:00,,707  Washington ST,,,,,,707,,Washington,ST,,21,7TH AVENUE,5DV.179,{00000000-0000-0000-0000-000000000000}
160,Hotel Hope Building,406,1985-07-26 00:00:00,,1400  Larimer ST,1406,,,,,1400,,Larimer,ST,1406,1,LARIMER SQUARE,5DV.2014,{00000000-0000-0000-0000-000000000000}
161,Barth Hotel,502,1985-10-03 00:00:00,,1514  17th ST,,,,,,1514,,17th,ST,,15,LOWER DOWNTOWN,5DV.47.64,{00000000-0000-0000-0000-000000000000}
305,Norman Apartment Building,564,2002-07-16 00:00:00,,99 S Downing ST,,,,,,99,S,Downing,ST,,NA,No District,5DV.1707,{00000000-0000-0000-0000-000000000000}
306,Cameron Methodist Church,736,2003-09-29 00:00:00,,1600 S Pearl ST,,,,,,1600,S,Pearl,ST,,NA,No District,5DV.825,{00000000-0000-0000-0000-000000000000}
307,Neahr House,92,2004-02-17 00:00:00,,1017 S Race ST,,,,,,1017,S,Race,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
308,Globeville School,184,2004-03-30 00:00:00,,5100 N Lincoln ST,,,,,,5100,N,Lincoln,ST,,NA,No District,5DV.793,{00000000-0000-0000-0000-000000000000}
309,Church Of The Ascension,244,2004-04-19 00:00:00,,600 N Gillpin ST,,,,,,600,N,Gillpin,ST,,21,7TH AVENUE,5DV.8323,{00000000-0000-0000-0000-000000000000}
310,Wolf House,274,2004-05-03 00:00:00,,2036 N Ogden ST,,,,,,2036,N,Ogden,ST,,NA,No District,5DV.202.36,{00000000-0000-0000-0000-000000000000}
312,Fairmount Mausoleum,64,2005-02-08 00:00:00,,400 S Quebec ST,,,,,,400,S,Quebec,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
314,Tammen Hall,399,2005-06-17 00:00:00,,1010 E 19th AVE,,,,,,1010,E,19th,AVE,,NA,No District,5DV.166.2,{00000000-0000-0000-0000-000000000000}
313,Doyle-Benton House,292,2005-05-02 00:00:00,,1301 N Lafayette ST,,,,,,1301,N,Lafayette,ST,,NA,No District,5DV.9200,{00000000-0000-0000-0000-000000000000}
316,Baur Confectionary Company,460,2006-07-26 00:00:00,,1512  Curtis ST,1514,,,,,1512,,Curtis,ST,1514,38,DOWNTOWN DENVER,,{00000000-0000-0000-0000-000000000000}
317,John Collins United Methodist Church,492,2006-08-22 00:00:00,,2300 S Bannock ST,2320,,,,,2300,S,Bannock,ST,2320,NA,No District,,{00000000-0000-0000-0000-000000000000}
318,Myrtle Hill School,592,2006-09-12 00:00:00,,1125 S Race ST,,,,,,1125,S,Race,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
319,Kappler-Cannon-Fieger Home,65,2007-02-21 00:00:00,,1904 N Kearney ST,,,,,,1904,N,Kearney,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
320,Schulz-Neef House,623,2007-11-05 00:00:00,,1739 E 29th AVE,,,,,,1739,E,29th,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
332,Bonfils Memorial Theater / Lowenstein Theater,93,2012-02-16 00:00:00,,1475 Elizabeth St.,2526 E. Colfax Ave.,1475 Elizabeth is retired,,,,2526,E,Colfax,AVE,,NA,No District,5DV.4045,{00000000-0000-0000-0000-000000000000}
283,Nagel House,98,1998-03-02 00:00:00,,2335  Stout ST,,,,,,2335,,Stout,ST,,52,CURTIS PARK - H,,{00000000-0000-0000-0000-000000000000}
284,Kaub House,97,1998-03-02 00:00:00,,2343  Stout ST,,,,,,2343,,Stout,ST,,52,CURTIS PARK - H,5DV.103.13,{00000000-0000-0000-0000-000000000000}
210,Burlington Hotel,705,1993-09-30 00:00:00,,2201 Larimer St.,1319 22nd St.,,,,,1307,,22nd,ST,1319,42,BALL PARK,5DV.3311,{00000000-0000-0000-0000-000000000000}
98,Phipps House,208,1977-05-05 00:00:00,,3400  Belcaro DR,,,,,,3400,,Belcaro,DR,,NA,No District,5DV.168,{00000000-0000-0000-0000-000000000000}
321,Stanley School/ Montclair School,624,2007-11-05 00:00:00,,1301 N QUEBEC ST,,,,,,1301,N,QUEBEC,ST,,NA,No District,5DV.9942,{00000000-0000-0000-0000-000000000000}
322,Fitzroy Place,654,2007-11-13 00:00:00,,2160 S COOK ST,,,,,,2160,S,COOK,ST,,NA,No District,5DV.175,{00000000-0000-0000-0000-000000000000}
324,Epiphany Episcopal Church,138,2008-03-24 00:00:00,,100  Colorado BLVD,,,,,,100,,Colorado,BLVD,,NA,No District,,{00000000-0000-0000-0000-000000000000}
325,Petrikin Estate,418,2008-08-11 00:00:00,,2109 E 9th AVE,,,,,,2109,E,9th,AVE,,8,MORGAN'S SUBDIVISION,,{00000000-0000-0000-0000-000000000000}
326,Amter Residence,333,2009-06-22 00:00:00,,222 S Fairfax ST,,,,,,222,S,Fairfax,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
327,Woodmans Life Building,334,2009-06-22 00:00:00,,2100 N Downing ST,,,,,,2100,N,Downing,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
328,Governor Carr Residence,554,2009-10-05 00:00:00,,747  Downing ST,,,,,,747,,Downing,ST,,21,7TH AVENUE,,{00000000-0000-0000-0000-000000000000}
329,2500 Walnut Street,1,2010-01-04 00:00:00,,2500  Walnut ST,,,,,,2500,,Walnut,ST,,42,BALL PARK,,{00000000-0000-0000-0000-000000000000}
330,Holland House,429,2010-08-16 00:00:00,,2340 S Josephine ST,,,,,,2340,S,Josephine,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
233,Warming House At Evergreen Lake,932,1994-11-22 00:00:00,,,,,,,,,,,,,NA,No District,,{00000000-0000-0000-0000-000000000000}
232,"Pueblo Trading Post, Red Rocks Park",931,1994-11-22 00:00:00,,,,,,,,,,,,,NA,No District,,{00000000-0000-0000-0000-000000000000}
49,Red Rocks Theater,654,1973-11-01 00:00:00,,,,,,,,,,,,,NA,No District,,{00000000-0000-0000-0000-000000000000}
219,DPS Admin Building,438,1994-06-24 00:00:00,,414  14th ST,,,,,,414,,14th,ST,,NA,No District,5DV.1723,{00000000-0000-0000-0000-000000000000}
198,20th St Gym,160,1992-04-11 00:00:00,,1011  20th ST,,,,,,1011,,20th,ST,,NA,No District,5DV.3353,{00000000-0000-0000-0000-000000000000}
9,1st Church-Christ Scientist,322,1968-10-01 00:00:00,,1401  Logan ST,1415,,,,,1401,,Logan,ST,1415,NA,No District,5DV.914,{00000000-0000-0000-0000-000000000000}
291,7Th Avenue Congregational Church,813,1998-11-20 00:00:00,,678  King  ST,,,,,,678,,King ,ST,,NA,No District,5DV.5278,{00000000-0000-0000-0000-000000000000}
47,Boettcher Memorial Center,654,1973-11-08 00:00:00,,1005  York ST,,,,,,1005,,York,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
131,Eisenhower Chapel-Lowry AFB,698,1981-12-24 00:00:00,,293  Roslyn ST,,,,,,293,,Roslyn,ST,,NA,No District,5DV.193,{00000000-0000-0000-0000-000000000000}
162,Windsor Stables Building,554,1985-10-25 00:00:00,,1732  Blake ST,1772,,,,,1732,,Blake,ST,1772,15,LOWER DOWNTOWN,5DV.47.17,{00000000-0000-0000-0000-000000000000}
163,Fire House No. 15,759,1985-12-31 00:00:00,,1080  Clayton ST,,,,,,1080,,Clayton,ST,,NA,No District,5DV.5639,{00000000-0000-0000-0000-000000000000}
164,Hose Company No. 1,83,1986-03-03 00:00:00,,1963  Chestnut PL,,,,,,1963,,Chestnut,PL,,NA,No District,5DV.1949,{00000000-0000-0000-0000-000000000000}
165,Sweet-Miller House,84,1986-03-03 00:00:00,,1075  Humboldt ST,,,,,,1075,,Humboldt,ST,,2,HUMBOLDT STREET,5DV.166.4,{00000000-0000-0000-0000-000000000000}
167,Denver Press Club,649,1986-10-09 00:00:00,,1330  Glenarm PL,,,,,,1330,,Glenarm,PL,,NA,No District,5DV.601,{00000000-0000-0000-0000-000000000000}
168,Temple Emmanuel/Temple Center,161,1987-04-02 00:00:00,,1595  Pearl ST,,,,,,1595,,Pearl,ST,,NA,No District,5DV.715,{00000000-0000-0000-0000-000000000000}
169,Brind Mansion,257,1986-05-19 00:00:00,,1000  Logan ST,,,,,,1000,,Logan,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
170,Hannigan/Canino Terrace,264,1987-06-04 00:00:00,,3500  Navajo ST,,,,,,3500,,Navajo,ST,,NA,No District,5DV.2682,{00000000-0000-0000-0000-000000000000}
171,Neusteter Building,701,1988-01-04 00:00:00,,720  16th ST,,,,,,720,,16th,ST,,38,DOWNTOWN DENVER,5DV.496,{00000000-0000-0000-0000-000000000000}
172,Wyatt School,56,1988-02-18 00:00:00,,3620  Franklin ST,,,,,,3620,,Franklin,ST,,NA,No District,5DV.2066,{00000000-0000-0000-0000-000000000000}
173,Milheim House (From 1355 Penn),532,1988-09-09 00:00:00,,1515  Race ST,,,,,,1515,,Race,ST,,22,WYMAN,5DV.4898,{00000000-0000-0000-0000-000000000000}
234,Savage Candy Co. Building,981,1994-12-05 00:00:00,,2162  Lawrence ST,,,,,,2162,,Lawrence,ST,,NA,No District,5DV.3304,{00000000-0000-0000-0000-000000000000}
235,Fire House No. 3,982,1994-12-05 00:00:00,,2500  Washington ST,,,,,,2500,,Washington,ST,,40,WELTON STREET,5DV.9361,{00000000-0000-0000-0000-000000000000}
237,Asbury Elementary School,14,1995-02-03 00:00:00,,1320 E Asbury AVE,,,,,,1320,E,Asbury,AVE,,NA,No District,5DV.2095,{00000000-0000-0000-0000-000000000000}
238,Feldhauser/Baldwin Building,85,1995-02-07 00:00:00,,1617  California ST,,,,,,1617,,California,ST,,38,DOWNTOWN DENVER,5DV.498,{00000000-0000-0000-0000-000000000000}
239,Austin Building,86,1995-02-07 00:00:00,,2400 E Colfax AVE,2418,,,,,2400,E,Colfax,AVE,2418,NA,No District,5DV.4688,{00000000-0000-0000-0000-000000000000}
240,El Jebel Temple,137,1995-03-13 00:00:00,,1770  Sherman ST,,,,,,1770,,Sherman,ST,,NA,No District,5DV.2892,{00000000-0000-0000-0000-000000000000}
241,Steele Elementary,180,1994-03-23 00:00:00,,320 S Marion ST,,,,,,320,S,Marion,ST,,NA,No District,5DV.2087,{00000000-0000-0000-0000-000000000000}
242,Fager Residence,510,1995-07-20 00:00:00,,2947  Umatilla ST,,,,,,2947,,Umatilla,ST,,NA,No District,5DV.3921,{00000000-0000-0000-0000-000000000000}
244,Fire House No. 7,596,1995-08-14 00:00:00,,3600  Tejon ST,,,,,,3600,,Tejon,ST,,NA,No District,5DV.198,{00000000-0000-0000-0000-000000000000}
245,Guadalupe Church,597,1995-08-14 00:00:00,,3559  Kalamath ST,,,,,,3559,,Kalamath,ST,,NA,No District,5DV.358.36,{00000000-0000-0000-0000-000000000000}
246,German House/Denver Turnverein,700,1995-09-13 00:00:00,,1570  Clarkson ST,,,,,,1570,,Clarkson,ST,,NA,No District,5DV.39,{00000000-0000-0000-0000-000000000000}
248,Sherman School,753,1995-09-26 00:00:00,,200  Grant  ST,,,,,,200,,Grant ,ST,,NA,No District,5DV.2086,{00000000-0000-0000-0000-000000000000}
71,Half-Moon House,689,1974-11-19 00:00:00,,3205 W 21st AVE,,,,,,3205,W,21st,AVE,,20,WITTER - COFIELD,5DV.6140,{00000000-0000-0000-0000-000000000000}
68,Voorhees House,736,1974-11-22 00:00:00,,1471  Stuart ST,,,,,,1471,,Stuart,ST,,NA,No District,5DV.656,{00000000-0000-0000-0000-000000000000}
